is_vahta,experience_id,region_name,industry_group,is_parttime,min_salary,max_salary,"Ответственность , добросовестность (СК) (614_4)",Дисциплинированность (СК) (593_4),Укладка плитки (250_10),"Личные установки и ценности, мировоззрение (2043_4)",Аккуратность (СК) (575_4),"Облицовка плиткой (стены, потолки и прочие конструкции) (818_10)",Командность (СК) (1371_4),Подготовка к облицовке плиткой (815_10),Нравственность (СК) (622_4),Коммуникабельность (СК) (617_4),Высокая работоспособность (СК) (586_4),Внимательность (СК) (536_4),Пунктуальность (СК) (612_4),Выполнение ремонтных работ (ОПТ) (8285_36),Трудолюбие (СК) (597_4)
False,2.0,Амурская область,1,False,20000.0,60000.0,13796.873,9114.0206,6284.4795,6253.9723,6231.0919,3660.8618,3050.7182,1708.4022,1677.895,1632.1342,1555.8663,1449.0911,1433.8375,1365.1964,785.5599
False,2.0,Сахалинская область,1,False,20000.0,56000.0,12877.0815,8506.4192,5865.5142,5837.0408,5815.6858,3416.8044,2847.337,1594.5087,1566.0353,1523.3253,1452.1419,1352.4851,1338.2484,1274.1833,733.1893
False,2.0,Томская область,1,False,23650.0,56000.0,12877.0815,8506.4192,5865.5142,5837.0408,5815.6858,3416.8044,2847.337,1594.5087,1566.0353,1523.3253,1452.1419,1352.4851,1338.2484,1274.1833,733.1893
False,2.0,Республика Крым,1,False,25000.0,35000.0,8048.1759,5316.512,3665.9464,3648.1505,3634.8036,2135.5027,1779.5856,996.5679,978.7721,952.0783,907.5887,845.3032,836.4052,796.3646,458.2433
False,2.0,Белгородская область,2,False,30000.0,35500.0,8163.1499,5392.4622,3718.317,3700.2669,3686.7294,2166.0099,1805.0083,1010.8046,992.7545,965.6794,920.5542,857.3789,848.3539,807.7412,464.7896
False,2.0,Забайкальский край,1,False,20000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,2.0,Еврейская автономная область,1,False,20000.0,30000.0,6898.4365,4557.0103,3142.2397,3126.9861,3115.546,1830.4309,1525.3591,854.2011,838.9475,816.0671,777.9331,724.5456,716.9188,682.5982,392.78
False,2.0,Ставропольский край,2,False,23500.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,2.0,Чувашская Республика,1,False,25000.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,2.0,Орловская область,1,False,40000.0,40000.0,9197.9153,6076.0137,4189.653,4169.3149,4154.0613,2440.5746,2033.8121,1138.9348,1118.5967,1088.0895,1037.2442,966.0608,955.8917,910.1309,523.7066
False,2.0,Свердловская область,0,False,16250.0,95000.0,21845.0489,14430.5326,9950.4258,9902.1228,9865.8955,5796.3646,4830.3038,2704.9701,2656.6671,2584.2125,2463.4549,2294.3943,2270.2428,2161.561,1243.8032
False,2.0,Калининградская область,1,False,20500.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,2.0,Республика Карелия,1,False,20500.0,63000.0,14486.7167,9569.7216,6598.7034,6566.6709,6542.6465,3843.9049,3203.2541,1793.8223,1761.7898,1713.7409,1633.6596,1521.5457,1505.5294,1433.4562,824.8379
False,2.0,Пензенская область,1,False,40000.0,75000.0,17246.0913,11392.5257,7855.5993,7817.4654,7788.8649,4576.0773,3813.3977,2135.5027,2097.3688,2040.1678,1944.8328,1811.3639,1792.2969,1706.4955,981.9499
False,2.0,Ярославская область,1,False,20500.0,60000.0,13796.873,9114.0206,6284.4795,6253.9723,6231.0919,3660.8618,3050.7182,1708.4022,1677.895,1632.1342,1555.8663,1449.0911,1433.8375,1365.1964,785.5599
False,2.0,Иркутская область,1,False,16000.0,75000.0,17246.0913,11392.5257,7855.5993,7817.4654,7788.8649,4576.0773,3813.3977,2135.5027,2097.3688,2040.1678,1944.8328,1811.3639,1792.2969,1706.4955,981.9499
False,2.0,Кемеровская область,1,False,25000.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,2.0,Мурманская область,1,False,25000.0,95000.0,21845.0489,14430.5326,9950.4258,9902.1228,9865.8955,5796.3646,4830.3038,2704.9701,2656.6671,2584.2125,2463.4549,2294.3943,2270.2428,2161.561,1243.8032
False,2.0,Мурманская область,1,True,45000.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,2.0,Архангельская область,1,False,30000.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,2.0,Удмуртская Республика,1,False,23500.0,60000.0,13796.873,9114.0206,6284.4795,6253.9723,6231.0919,3660.8618,3050.7182,1708.4022,1677.895,1632.1342,1555.8663,1449.0911,1433.8375,1365.1964,785.5599
False,2.0,Тюменская область,1,False,25000.0,100000.0,22994.7884,15190.0343,10474.1325,10423.2871,10385.1532,6101.4364,5084.5303,2847.337,2796.4917,2720.2237,2593.1105,2415.1519,2389.7292,2275.3273,1309.2666
False,2.0,Алтайский край,2,False,25000.0,75000.0,17246.0913,11392.5257,7855.5993,7817.4654,7788.8649,4576.0773,3813.3977,2135.5027,2097.3688,2040.1678,1944.8328,1811.3639,1792.2969,1706.4955,981.9499
False,2.0,Ленинградская область,1,False,20500.0,63000.0,14486.7167,9569.7216,6598.7034,6566.6709,6542.6465,3843.9049,3203.2541,1793.8223,1761.7898,1713.7409,1633.6596,1521.5457,1505.5294,1433.4562,824.8379
False,2.0,Ленинградская область,1,True,35000.0,35000.0,8048.1759,5316.512,3665.9464,3648.1505,3634.8036,2135.5027,1779.5856,996.5679,978.7721,952.0783,907.5887,845.3032,836.4052,796.3646,458.2433
False,2.0,Новосибирская область,0,False,16000.0,150000.0,34492.1825,22785.0515,15711.1987,15634.9307,15577.7298,9152.1546,7626.7955,4271.0055,4194.7375,4080.3356,3889.6657,3622.7279,3584.5939,3412.991,1963.8998
False,2.0,Новосибирская область,0,True,50000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,2.0,Смоленская область,1,False,30000.0,75000.0,17246.0913,11392.5257,7855.5993,7817.4654,7788.8649,4576.0773,3813.3977,2135.5027,2097.3688,2040.1678,1944.8328,1811.3639,1792.2969,1706.4955,981.9499
False,2.0,Тверская область,1,False,35000.0,95000.0,21845.0489,14430.5326,9950.4258,9902.1228,9865.8955,5796.3646,4830.3038,2704.9701,2656.6671,2584.2125,2463.4549,2294.3943,2270.2428,2161.561,1243.8032
False,2.0,Самарская область,0,False,20500.0,91500.0,21040.2313,13898.8814,9583.8312,9537.3077,9502.4152,5582.8143,4652.3452,2605.3133,2558.7899,2489.0047,2372.6961,2209.864,2186.6023,2081.9245,1197.9789
False,2.0,Тульская область,1,False,23500.0,75000.0,17246.0913,11392.5257,7855.5993,7817.4654,7788.8649,4576.0773,3813.3977,2135.5027,2097.3688,2040.1678,1944.8328,1811.3639,1792.2969,1706.4955,981.9499
False,2.0,Магаданская область,1,False,16000.0,25000.0,5748.6971,3797.5086,2618.5331,2605.8218,2596.2883,1525.3591,1271.1326,711.8342,699.1229,680.0559,648.2776,603.788,597.4323,568.8318,327.3166
False,2.0,Рязанская область,1,False,20500.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,2.0,Воронежская область,2,False,20500.0,63000.0,14486.7167,9569.7216,6598.7034,6566.6709,6542.6465,3843.9049,3203.2541,1793.8223,1761.7898,1713.7409,1633.6596,1521.5457,1505.5294,1433.4562,824.8379
False,2.0,Воронежская область,2,True,43750.0,43750.0,10060.2199,6645.64,4582.4329,4560.1881,4543.5045,2669.3784,2224.482,1245.7099,1223.4651,1190.0979,1134.4858,1056.629,1045.5065,995.4557,572.8041
False,2.0,Республика Коми,1,False,25000.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,2.0,Республика Коми,1,True,25000.0,25000.0,5748.6971,3797.5086,2618.5331,2605.8218,2596.2883,1525.3591,1271.1326,711.8342,699.1229,680.0559,648.2776,603.788,597.4323,568.8318,327.3166
False,2.0,Курская область,2,False,16000.0,60000.0,13796.873,9114.0206,6284.4795,6253.9723,6231.0919,3660.8618,3050.7182,1708.4022,1677.895,1632.1342,1555.8663,1449.0911,1433.8375,1365.1964,785.5599
False,2.0,Псковская область,1,False,25000.0,75000.0,17246.0913,11392.5257,7855.5993,7817.4654,7788.8649,4576.0773,3813.3977,2135.5027,2097.3688,2040.1678,1944.8328,1811.3639,1792.2969,1706.4955,981.9499
False,2.0,Хабаровский край,1,False,16000.0,160000.0,36791.6614,24304.0549,16758.6119,16677.2594,16616.2451,9762.2982,8135.2485,4555.7392,4474.3867,4352.358,4148.9767,3864.243,3823.5668,3640.5237,2094.8265
False,2.0,Республика Марий Эл,1,False,30000.0,30000.0,6898.4365,4557.0103,3142.2397,3126.9861,3115.546,1830.4309,1525.3591,854.2011,838.9475,816.0671,777.9331,724.5456,716.9188,682.5982,392.78
False,2.0,Республика Хакасия,1,False,20500.0,75000.0,17246.0913,11392.5257,7855.5993,7817.4654,7788.8649,4576.0773,3813.3977,2135.5027,2097.3688,2040.1678,1944.8328,1811.3639,1792.2969,1706.4955,981.9499
False,2.0,Брянская область,1,False,50000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,2.0,Вологодская область,1,False,24000.0,80000.0,18395.8307,12152.0275,8379.306,8338.6297,8308.1225,4881.1491,4067.6243,2277.8696,2237.1933,2176.179,2074.4884,1932.1215,1911.7834,1820.2619,1047.4132
False,2.0,Красноярский край,1,False,24000.0,110000.0,25294.2672,16709.0378,11521.5457,11465.6159,11423.6685,6711.58,5592.9833,3132.0707,3076.1408,2992.2461,2852.4215,2656.6671,2628.7022,2502.86,1440.1932
False,2.0,Пермский край,1,False,24000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,2.0,Омская область,1,False,39250.0,70000.0,16096.3518,10633.024,7331.8927,7296.301,7269.6072,4271.0055,3559.1712,1993.1359,1957.5442,1904.1566,1815.1773,1690.6063,1672.8105,1592.7291,916.4866
False,2.0,Омская область,1,True,45000.0,55100.0,12670.1284,8369.7089,5771.247,5743.2312,5722.2194,3361.8914,2801.5762,1568.8827,1540.8669,1498.8433,1428.8039,1330.7487,1316.7408,1253.7054,721.4059
False,2.0,Оренбургская область,2,False,30000.0,60000.0,13796.873,9114.0206,6284.4795,6253.9723,6231.0919,3660.8618,3050.7182,1708.4022,1677.895,1632.1342,1555.8663,1449.0911,1433.8375,1365.1964,785.5599
False,2.0,Новгородская область,1,False,30000.0,40000.0,9197.9153,6076.0137,4189.653,4169.3149,4154.0613,2440.5746,2033.8121,1138.9348,1118.5967,1088.0895,1037.2442,966.0608,955.8917,910.1309,523.7066
False,2.0,Ивановская область,1,False,46250.0,80000.0,18395.8307,12152.0275,8379.306,8338.6297,8308.1225,4881.1491,4067.6243,2277.8696,2237.1933,2176.179,2074.4884,1932.1215,1911.7834,1820.2619,1047.4132
False,2.0,Костромская область,1,False,80000.0,80000.0,18395.8307,12152.0275,8379.306,8338.6297,8308.1225,4881.1491,4067.6243,2277.8696,2237.1933,2176.179,2074.4884,1932.1215,1911.7834,1820.2619,1047.4132
False,2.0,Тамбовская область,2,False,46250.0,46250.0,10635.0896,7025.3909,4844.2863,4820.7703,4803.1333,2821.9143,2351.5953,1316.8934,1293.3774,1258.1035,1199.3136,1117.0078,1105.2498,1052.3389,605.5358
False,2.0,Курганская область,1,False,50000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,2.0,Камчатский край,1,False,40000.0,40000.0,9197.9153,6076.0137,4189.653,4169.3149,4154.0613,2440.5746,2033.8121,1138.9348,1118.5967,1088.0895,1037.2442,966.0608,955.8917,910.1309,523.7066
False,2.0,Республика Саха (Якутия),1,False,50000.0,70000.0,16096.3518,10633.024,7331.8927,7296.301,7269.6072,4271.0055,3559.1712,1993.1359,1957.5442,1904.1566,1815.1773,1690.6063,1672.8105,1592.7291,916.4866
False,0.0,Приморский край,1,False,14500.0,90000.0,20695.3095,13671.0309,9426.7192,9380.9584,9346.6379,5491.2927,4576.0773,2562.6033,2516.8425,2448.2013,2333.7994,2173.6367,2150.7563,2047.7946,1178.3399
False,0.0,"иные территории, включая город и космодром Байконур",1,False,23850.0,23850.0,5484.257,3622.8232,2498.0806,2485.954,2476.859,1455.1926,1212.6605,679.0899,666.9633,648.7734,618.4568,576.0137,569.9504,542.6656,312.2601
False,0.0,Саратовская область,2,False,20000.0,50987.5,11724.4677,7745.0187,5340.4983,5314.5735,5295.13,3110.9699,2592.4749,1451.7859,1425.8612,1386.9741,1322.1622,1231.4256,1218.4632,1160.1325,667.5623
False,0.0,Город федерального значения Санкт-Петербург,0,False,40000.0,100000.0,22994.7884,15190.0343,10474.1325,10423.2871,10385.1532,6101.4364,5084.5303,2847.337,2796.4917,2720.2237,2593.1105,2415.1519,2389.7292,2275.3273,1309.2666
False,0.0,Город федерального значения Москва,0,False,20757.0,100000.0,22994.7884,15190.0343,10474.1325,10423.2871,10385.1532,6101.4364,5084.5303,2847.337,2796.4917,2720.2237,2593.1105,2415.1519,2389.7292,2275.3273,1309.2666
False,0.0,Город федерального значения Москва,0,True,40000.0,40000.0,9197.9153,6076.0137,4189.653,4169.3149,4154.0613,2440.5746,2033.8121,1138.9348,1118.5967,1088.0895,1037.2442,966.0608,955.8917,910.1309,523.7066
False,0.0,Нижегородская область,0,False,15300.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Челябинская область,0,False,15000.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,0.0,Республика Татарстан,0,False,15000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Ростовская область,0,False,15300.0,35000.0,8048.1759,5316.512,3665.9464,3648.1505,3634.8036,2135.5027,1779.5856,996.5679,978.7721,952.0783,907.5887,845.3032,836.4052,796.3646,458.2433
False,0.0,Калужская область,1,False,20000.0,24000.0,5518.7492,3645.6082,2513.7918,2501.5889,2492.4368,1464.3447,1220.2873,683.3609,671.158,652.8537,622.3465,579.6365,573.535,546.0786,314.224
False,0.0,Московская область,2,False,30000.0,80000.0,18395.8307,12152.0275,8379.306,8338.6297,8308.1225,4881.1491,4067.6243,2277.8696,2237.1933,2176.179,2074.4884,1932.1215,1911.7834,1820.2619,1047.4132
False,0.0,Ульяновская область,1,False,20000.0,35000.0,8048.1759,5316.512,3665.9464,3648.1505,3634.8036,2135.5027,1779.5856,996.5679,978.7721,952.0783,907.5887,845.3032,836.4052,796.3646,458.2433
False,0.0,Республика Башкортостан,0,False,15000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Краснодарский край,0,False,16250.0,44081.0,10136.3327,6695.919,4617.1023,4594.6892,4577.8794,2689.5742,2241.3118,1255.1346,1232.7215,1199.1018,1143.069,1064.6231,1053.4166,1002.987,577.1378
False,0.0,Краснодарский край,0,True,20000.0,20000.0,4598.9577,3038.0069,2094.8265,2084.6574,2077.0306,1220.2873,1016.9061,569.4674,559.2983,544.0447,518.6221,483.0304,477.9458,455.0655,261.8533
False,0.0,Липецкая область,1,False,18732.75,35000.0,8048.1759,5316.512,3665.9464,3648.1505,3634.8036,2135.5027,1779.5856,996.5679,978.7721,952.0783,907.5887,845.3032,836.4052,796.3646,458.2433
False,0.0,Ямало-Ненецкий автономный округ,1,False,25000.0,30000.0,6898.4365,4557.0103,3142.2397,3126.9861,3115.546,1830.4309,1525.3591,854.2011,838.9475,816.0671,777.9331,724.5456,716.9188,682.5982,392.78
False,0.0,Кировская область,1,False,15000.0,35000.0,8048.1759,5316.512,3665.9464,3648.1505,3634.8036,2135.5027,1779.5856,996.5679,978.7721,952.0783,907.5887,845.3032,836.4052,796.3646,458.2433
False,0.0,Ханты-Мансийский автономный округ — Югра,1,False,25000.0,41734.0,9596.645,6339.4089,4371.2744,4350.0547,4334.1398,2546.3735,2121.9779,1188.3076,1167.0878,1135.2582,1082.2087,1007.9395,997.3296,949.5851,546.4093
False,0.0,Город федерального значения Севастополь,1,False,19332.5,44081.0,10136.3327,6695.919,4617.1023,4594.6892,4577.8794,2689.5742,2241.3118,1255.1346,1232.7215,1199.1018,1143.069,1064.6231,1053.4166,1002.987,577.1378
False,0.0,Республика Мордовия,1,False,19332.5,44081.0,10136.3327,6695.919,4617.1023,4594.6892,4577.8794,2689.5742,2241.3118,1255.1346,1232.7215,1199.1018,1143.069,1064.6231,1053.4166,1002.987,577.1378
False,0.0,Волгоградская область,2,False,16250.0,44081.0,10136.3327,6695.919,4617.1023,4594.6892,4577.8794,2689.5742,2241.3118,1255.1346,1232.7215,1199.1018,1143.069,1064.6231,1053.4166,1002.987,577.1378
False,0.0,Амурская область,1,False,19332.5,50987.5,11724.4677,7745.0187,5340.4983,5314.5735,5295.13,3110.9699,2592.4749,1451.7859,1425.8612,1386.9741,1322.1622,1231.4256,1218.4632,1160.1325,667.5623
False,0.0,Сахалинская область,1,False,24985.0,30000.0,6898.4365,4557.0103,3142.2397,3126.9861,3115.546,1830.4309,1525.3591,854.2011,838.9475,816.0671,777.9331,724.5456,716.9188,682.5982,392.78
False,0.0,Томская область,1,False,25000.0,50987.5,11724.4677,7745.0187,5340.4983,5314.5735,5295.13,3110.9699,2592.4749,1451.7859,1425.8612,1386.9741,1322.1622,1231.4256,1218.4632,1160.1325,667.5623
False,0.0,Республика Крым,1,False,21000.0,24985.0,5745.2479,3795.2301,2616.962,2604.2583,2594.7305,1524.4439,1270.3699,711.4071,698.7034,679.6479,647.8886,603.4257,597.0739,568.4905,327.1202
False,0.0,Белгородская область,2,False,19332.5,40000.0,9197.9153,6076.0137,4189.653,4169.3149,4154.0613,2440.5746,2033.8121,1138.9348,1118.5967,1088.0895,1037.2442,966.0608,955.8917,910.1309,523.7066
False,0.0,Забайкальский край,1,False,19332.5,79145.0,18199.2252,12022.1527,8289.7521,8249.5106,8219.3295,4828.9818,4024.1515,2253.5249,2213.2833,2152.9211,2052.3173,1911.472,1891.3512,1800.8078,1036.219
False,0.0,Ставропольский край,2,False,15300.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Чувашская Республика,1,False,15300.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Орловская область,1,False,24238.5,30000.0,6898.4365,4557.0103,3142.2397,3126.9861,3115.546,1830.4309,1525.3591,854.2011,838.9475,816.0671,777.9331,724.5456,716.9188,682.5982,392.78
False,0.0,Свердловская область,0,False,15300.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Калининградская область,1,False,18732.75,35000.0,8048.1759,5316.512,3665.9464,3648.1505,3634.8036,2135.5027,1779.5856,996.5679,978.7721,952.0783,907.5887,845.3032,836.4052,796.3646,458.2433
False,0.0,Республика Карелия,1,False,20000.0,30000.0,6898.4365,4557.0103,3142.2397,3126.9861,3115.546,1830.4309,1525.3591,854.2011,838.9475,816.0671,777.9331,724.5456,716.9188,682.5982,392.78
False,0.0,Пензенская область,1,False,18732.75,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Ярославская область,1,False,20000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Иркутская область,1,False,18732.75,60000.0,13796.873,9114.0206,6284.4795,6253.9723,6231.0919,3660.8618,3050.7182,1708.4022,1677.895,1632.1342,1555.8663,1449.0911,1433.8375,1365.1964,785.5599
False,0.0,Кемеровская область,1,False,15300.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,0.0,Мурманская область,1,False,25000.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,0.0,Архангельская область,1,False,15000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Удмуртская Республика,1,False,15000.0,30000.0,6898.4365,4557.0103,3142.2397,3126.9861,3115.546,1830.4309,1525.3591,854.2011,838.9475,816.0671,777.9331,724.5456,716.9188,682.5982,392.78
False,0.0,Владимирская область,1,False,15000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Тюменская область,1,False,15300.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,0.0,Алтайский край,2,False,15300.0,45000.0,10347.6548,6835.5154,4713.3596,4690.4792,4673.3189,2745.6464,2288.0386,1281.3016,1258.4213,1224.1007,1166.8997,1086.8184,1075.3782,1023.8973,589.17
False,0.0,Ленинградская область,1,False,20000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Новосибирская область,0,False,18732.75,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Смоленская область,1,False,15300.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Тверская область,1,False,15300.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Самарская область,0,False,15300.0,35000.0,8048.1759,5316.512,3665.9464,3648.1505,3634.8036,2135.5027,1779.5856,996.5679,978.7721,952.0783,907.5887,845.3032,836.4052,796.3646,458.2433
False,0.0,Тульская область,1,False,15000.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Рязанская область,1,False,15300.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
False,0.0,Воронежская область,2,False,15000.0,30000.0,6898.4365,4557.0103,3142.2397,3126.9861,3115.546,1830.4309,1525.3591,854.2011,838.9475,816.0671,777.9331,724.5456,716.9188,682.5982,392.78
False,0.0,Астраханская область,1,False,15300.0,50000.0,11497.3942,7595.0172,5237.0662,5211.6436,5192.5766,3050.7182,2542.2652,1423.6685,1398.2458,1360.1119,1296.5552,1207.576,1194.8646,1137.6637,654.6333
